Date,Close
2019-02-01,102.77999877929688
2019-02-02,102.77999877929688
2019-02-03,102.77999877929688
2019-02-04,105.73999786376953
2019-02-05,107.22000122070312
2019-02-06,106.02999877929688
2019-02-07,105.2699966430664
2019-02-08,105.66999816894531
2019-02-09,105.66999816894531
2019-02-10,105.66999816894531
2019-02-11,105.25
2019-02-12,106.88999938964844
2019-02-13,106.80999755859375
2019-02-14,106.9000015258789
2019-02-15,108.22000122070312
2019-02-16,108.22000122070312
2019-02-17,108.22000122070312
2019-02-18,108.22000122070312
2019-02-19,108.16999816894531
2019-02-20,107.1500015258789
2019-02-21,109.41000366210938
2019-02-22,110.97000122070312
2019-02-23,110.97000122070312
2019-02-24,110.97000122070312
2019-02-25,111.58999633789062
2019-02-26,112.36000061035156
2019-02-27,112.16999816894531
2019-02-28,112.02999877929688
2019-03-01,112.52999877929688
2019-03-02,112.52999877929688
2019-03-03,112.52999877929688
2019-03-04,112.26000213623047
2019-03-05,111.69999694824219
2019-03-06,111.75
2019-03-07,110.38999938964844
2019-03-08,110.51000213623047
2019-03-09,110.51000213623047
2019-03-10,110.51000213623047
2019-03-11,112.83000183105469
2019-03-12,113.62000274658203
2019-03-13,114.5
2019-03-14,114.58999633789062
2019-03-15,115.91000366210938
2019-03-16,115.91000366210938
2019-03-17,115.91000366210938
2019-03-18,117.56999969482422
2019-03-19,117.6500015258789
2019-03-20,117.5199966430664
2019-03-21,120.22000122070312
2019-03-22,117.05000305175781
2019-03-23,117.05000305175781
2019-03-24,117.05000305175781
2019-03-25,117.66000366210938
2019-03-26,117.91000366210938
2019-03-27,116.7699966430664
2019-03-28,116.93000030517578
2019-03-29,117.94000244140625
2019-03-30,117.94000244140625
2019-03-31,117.94000244140625
2019-04-01,119.0199966430664
2019-04-02,119.19000244140625
2019-04-03,119.97000122070312
2019-04-04,119.36000061035156
2019-04-05,119.88999938964844
2019-04-06,119.88999938964844
2019-04-07,119.88999938964844
2019-04-08,119.93000030517578
2019-04-09,119.27999877929688
2019-04-10,120.19000244140625
2019-04-11,120.33000183105469
2019-04-12,120.94999694824219
2019-04-13,120.94999694824219
2019-04-14,120.94999694824219
2019-04-15,121.05000305175781
2019-04-16,120.7699966430664
2019-04-17,121.7699966430664
2019-04-18,123.37000274658203
2019-04-19,123.37000274658203
2019-04-20,123.37000274658203
2019-04-21,123.37000274658203
2019-04-22,123.76000213623047
2019-04-23,125.44000244140625
2019-04-24,125.01000213623047
2019-04-25,129.14999389648438
2019-04-26,129.88999938964844
2019-04-27,129.88999938964844
2019-04-28,129.88999938964844
2019-04-29,129.77000427246094
2019-04-30,130.60000610351562
2019-05-01,127.87999725341797
2019-05-02,126.20999908447266
2019-05-03,128.89999389648438
2019-05-04,128.89999389648438
2019-05-05,128.89999389648438
2019-05-06,128.14999389648438
2019-05-07,125.5199966430664
2019-05-08,125.51000213623047
2019-05-09,125.5
2019-05-10,127.12999725341797
2019-05-11,127.12999725341797
2019-05-12,127.12999725341797
2019-05-13,123.3499984741211
2019-05-14,124.7300033569336
2019-05-15,126.0199966430664
2019-05-16,128.92999267578125
2019-05-17,128.07000732421875
2019-05-18,128.07000732421875
2019-05-19,128.07000732421875
2019-05-20,126.22000122070312
2019-05-21,126.9000015258789
2019-05-22,127.66999816894531
2019-05-23,126.18000030517578
2019-05-24,126.23999786376953
2019-05-25,126.23999786376953
2019-05-26,126.23999786376953
2019-05-27,126.23999786376953
2019-05-28,126.16000366210938
2019-05-29,124.94000244140625
2019-05-30,125.7300033569336
2019-05-31,123.68000030517578
2019-06-01,123.68000030517578
2019-06-02,123.68000030517578
2019-06-03,119.83999633789062
2019-06-04,123.16000366210938
2019-06-05,125.83000183105469
2019-06-06,127.81999969482422
2019-06-07,131.39999389648438
2019-06-08,131.39999389648438
2019-06-09,131.39999389648438
2019-06-10,132.60000610351562
2019-06-11,132.10000610351562
2019-06-12,131.49000549316406
2019-06-13,132.32000732421875
2019-06-14,132.4499969482422
2019-06-15,132.4499969482422
2019-06-16,132.4499969482422
2019-06-17,132.85000610351562
2019-06-18,135.16000366210938
2019-06-19,135.69000244140625
2019-06-20,136.9499969482422
2019-06-21,136.97000122070312
2019-06-22,136.97000122070312
2019-06-23,136.97000122070312
2019-06-24,137.77999877929688
2019-06-25,133.42999267578125
2019-06-26,133.92999267578125
2019-06-27,134.14999389648438
2019-06-28,133.9600067138672
2019-06-29,133.9600067138672
2019-06-30,133.9600067138672
2019-07-01,135.67999267578125
2019-07-02,136.5800018310547
2019-07-03,137.4600067138672
2019-07-04,137.4600067138672
2019-07-05,137.05999755859375
2019-07-06,137.05999755859375
2019-07-07,137.05999755859375
2019-07-08,136.9600067138672
2019-07-09,136.4600067138672
2019-07-10,137.85000610351562
2019-07-11,138.39999389648438
2019-07-12,138.89999389648438
2019-07-13,138.89999389648438
2019-07-14,138.89999389648438
2019-07-15,138.89999389648438
2019-07-16,137.0800018310547
2019-07-17,136.27000427246094
2019-07-18,136.4199981689453
2019-07-19,136.6199951171875
2019-07-20,136.6199951171875
2019-07-21,136.6199951171875
2019-07-22,138.42999267578125
2019-07-23,139.2899932861328
2019-07-24,140.72000122070312
2019-07-25,140.19000244140625
2019-07-26,141.33999633789062
2019-07-27,141.33999633789062
2019-07-28,141.33999633789062
2019-07-29,141.02999877929688
2019-07-30,140.35000610351562
2019-07-31,136.27000427246094
